id,type,title,director,cast,country,date_added,release_year,rating,duration_type,duration_int,score
ns123,movie,in the cut,jane campion,"meg ryan, mark ruffalo, jennifer jason leigh, nick damici, sharrieff pugh, kevin bacon, yaani king mondschein, heather litteer","united kingdom, australia, france, united states",2021-09-02,2003,r,min,118,3.4086242299794662
ns124,tv show,luv kushh,SinDato,SinDato,SinDato,2021-09-02,2012,tv-y7,season,1,3.46900826446281
ns125,tv show,pororo - the little penguin,SinDato,SinDato,south korea,2021-09-02,2013,tv-y7,season,3,3.5854978354978355
ns126,tv show,q-force,SinDato,"sean hayes, wanda sykes, laurie metcalf, david harbour, gary cole, patti harrison, matt rogers",united states,2021-09-02,2021,tv-ma,season,1,3.4758771929824563
ns127,movie,shikara,vidhu vinod chopra,"aadil khan, sadia khateeb, zain khan durrani, priyanshu chatterjee, bhavna chauhan, ashwin dhar, farid azad khan, saghar sehrai",india,2021-09-02,2020,tv-14,min,115,3.49402390438247
ns128,movie,a cinderella story,mark rosman,"hilary duff, chad michael murray, jennifer coolidge, dan byrd, regina king, julie gonzalo, lin shaye, madeline zima, andrea avery, mary pat gleason, paul rodriguez, whip hubley, kevin kilner, erica hubbard, simon helberg","united states, canada",2021-09-01,2004,pg,min,95,3.5415800415800414
ns129,movie,agatha christie's crooked house,gilles paquet-brenner,"glenn close, terence stamp, max irons, gillian anderson, christina hendricks, stefanie martini, julian sands, honor kneafsey, christian mckay, amanda abbington",SinDato,2021-09-01,2017,pg-13,min,115,3.628668171557562
ns130,movie,an unfinished life,lasse hallström,"robert redford, jennifer lopez, morgan freeman, josh lucas, damian lewis, camryn manheim, becca gardner, lynda boyd, rob hayter, p. lynn johnson","germany, united states",2021-09-01,2005,pg-13,min,108,3.5898989898989897
ns131,movie,barbie big city big dreams,scott pleydell-pearce,"america young, amber may, giselle fernandez, alejandro saab, dinora walcott",SinDato,2021-09-01,2021,tv-y,min,63,3.5968109339407746
ns132,movie,blade runner: the final cut,ridley scott,"harrison ford, rutger hauer, sean young, edward james olmos, m. emmet walsh, daryl hannah, william sanderson, brion james, joe turkel, joanna cassidy, james hong, morgan paull",united states,2021-09-01,1982,r,min,117,3.6055226824457596
ns133,tv show,brave animated series,SinDato,"tseng yun-fan, kao yun-shuo, chiang ching-yen, meng ching-fu, huang bai-wei, ma kuo-yao, chen yen-chun, sun ke-fang, kai yang-niu, chen yu-wen, nick liao, lin kai-ling, mickey huang, liu kuan-ting, jiang du-hui",SinDato,2021-09-01,2021,tv-ma,season,1,3.5376569037656904
ns134,movie,chappie,neill blomkamp,"sharlto copley, hugh jackman, sigourney weaver, dev patel, ninja, yo-landi visser, jose pablo cantillo, brandon auret, johnny selema, maurice carpede","south africa, united states",2021-09-01,2015,r,min,121,3.5278969957081543
ns135,movie,clear and present danger,phillip noyce,"harrison ford, willem dafoe, anne archer, joaquim de almeida, henry czerny, harris yulin, donald moffat, miguel sandoval, benjamin bratt, dean jones, thora birch, james earl jones, raymond cruz","united states, mexico",2021-09-01,1994,pg-13,min,142,3.5606995884773665
ns136,movie,cliffhanger,renny harlin,"sylvester stallone, john lithgow, michael rooker, janine turner, rex linn, caroline goodall, leon, craig fairbrass, ralph waite, max perlich, paul winfield","united states, italy, france, japan",2021-09-01,1993,r,min,113,3.6192560175054704
ns137,movie,cold mountain,anthony minghella,"jude law, nicole kidman, renée zellweger, eileen atkins, brendan gleeson, philip seymour hoffman, natalie portman, giovanni ribisi, donald sutherland, ray winstone","united states, italy, romania, united kingdom",2021-09-01,2003,r,min,154,3.5358649789029535
ns138,movie,crocodile dundee in los angeles,simon wincer,"paul hogan, linda kozlowski, jere burns, jonathan banks, aida turturro, alec wilson, gerry skilton, steve rackman, serge cockburn, paul rodriguez, mark adair-rios, tiriel mora, grant piro, mike tyson","australia, united states",2021-09-01,2001,pg,min,95,3.44311377245509
ns139,movie,dear john,lasse hallström,"channing tatum, amanda seyfried, richard jenkins, henry thomas, d.j. cotrona, cullen moss, gavin mcculley, jose lucena jr., keith robinson, scott porter",united states,2021-09-01,2010,pg-13,min,108,3.495633187772926
ns140,movie,do the right thing,spike lee,"danny aiello, ossie davis, ruby dee, richard edson, giancarlo esposito, spike lee, bill nunn, john turturro, paul benjamin, frankie faison, samuel l. jackson, rosie perez, martin lawrence, miguel sandoval",united states,2021-09-01,1989,r,min,120,3.4742489270386265
ns141,movie,"el patrón, radiografía de un crimen",sebastián schindel,"joaquín furriel, luis ziembrowski, guillermo pfening, mónica lairana, germán de silva, victoria raposo, andrea garrote","argentina, venezuela",2021-09-01,2014,tv-ma,min,100,3.5702479338842976
ns142,movie,extraction,steven c. miller,"bruce willis, kellan lutz, gina carano, d.b. sweeney, joshua mikel, steve coulter, dan bilzerian, heather johansen","united states, united kingdom, canada",2021-09-01,2015,r,min,82,3.536345776031434
ns143,movie,freedom writers,richard lagravenese,"hilary swank, patrick dempsey, scott glenn, imelda staunton, april l. hernandez, mario, kristin herrera, jaclyn ngan, sergio montalvo, jason finn, deance wyatt, vanetta smith","germany, united states",2021-09-01,2007,pg-13,min,124,3.553784860557769
ns144,movie,green lantern,martin campbell,"ryan reynolds, blake lively, peter sarsgaard, mark strong, tim robbins, jay o. sanders, taika waititi, angela bassett",united states,2021-09-01,2011,pg-13,min,114,3.5256959314775163
ns145,movie,house party,reginald hudlin,"christopher reid, christopher martin, robin harris, tisha campbell, a.j. johnson, martin lawrence, paul anthony, bowlegged lou, b-fine, edith fields, kelly jo minter, clifton powell, verda bridges",united states,2021-09-01,1990,r,min,104,3.531
ns146,movie,house party 2,"george jackson, doug mchenry","christopher reid, christopher martin, martin lawrence, bowlegged lou, paul anthony, b-fine, tisha campbell, kamron, iman, queen latifah",united states,2021-09-01,1991,r,min,94,3.544147843942505
ns147,movie,house party 3,eric meza,"christopher reid, christopher martin, tisha campbell, david edwards, angela means, ketty lester, bernie mac, michael colyar, chris tucker, khandi alexander",united states,2021-09-01,1994,r,min,94,3.4908536585365852
ns148,tv show,how to be a cowboy,SinDato,SinDato,SinDato,2021-09-01,2021,tv-pg,season,1,3.5168421052631578
ns149,tv show,hq barbers,gerhard mostert,"hakeem kae-kazim, chioma omeruah, orukotan adejola, flora chiedo, emeka nwagbaraocha, anthony oseyemi, oluwabukola thomas, soibifaa dokubo",SinDato,2021-09-01,2020,tv-14,season,1,3.623762376237624
ns150,movie,i got the hook up,michael martin,"master p, anthony johnson, gretchen palmer, frantz turner, richard keats, joe estevez, william knight, anthony boswell, tommy 'tiny' lister, helen martin, john witherspoon, mia x",united states,2021-09-01,1998,r,min,93,3.536717062634989
ns151,movie,in too deep,michael rymer,"omar epps, ll cool j, nia long, stanley tucci, pam grier, hill harper, jake weber, david patrick kelly, veronica webb, ron canada, robert lasardo, gano grills, ivonne coll, don harvey, mya, nasir 'nas' jones, jermaine dupri",united states,2021-09-01,1999,r,min,97,3.4517167381974247
ns152,movie,initial d,"andrew lau wai-keung, alan mak","jay chou, anne suzuki, edison chen, anthony wong chau-sang, shawn yue, chapman to, jordan chan, kenny bee","china, hong kong",2021-09-01,2005,tv-14,min,109,3.6079429735234214
ns153,movie,janoskians: untold and untrue,brett weiner,"jai brooks, luke brooks, james yammouni, daniel sahyounie, beau brooks",united states,2021-09-01,2016,tv-ma,min,88,3.4824380165289255
ns154,tv show,kid-e-cats,SinDato,"lori gardner, kate bristol, billy bob thompson, marc thompson, erica schroeder",russia,2021-09-01,2016,tv-y,season,2,3.496101364522417
ns155,tv show,kuroko's basketball,SinDato,"kensho ono, yuki ono, chiwa saito, yoshimasa hosoya, hirofumi nojima, kenji hamada, takuya eguchi, soichiro hoshi, tatsuhisa suzuki, go inoue, daisuke ono, ryohei kimura, junichi suwabe, kazuya nakai, fumiko orikasa, kenichi suzumura, kisho taniyama, hiroshi kamiya",japan,2021-09-01,2015,tv-ma,season,3,3.5425531914893615
ns156,movie,labyrinth,jim henson,"david bowie, jennifer connelly, frank oz, kevin clash, anthony asbury, dave goelz, brian henson, ron mueck, karen prell, shari weiser","united kingdom, united states",2021-09-01,1986,pg,min,101,3.542372881355932
ns157,movie,letters to juliet,gary winick,"amanda seyfried, christopher egan, gael garcía bernal, vanessa redgrave, franco nero, luisa ranieri, marina massironi, milena vukotic, marcia debonis, luisa de santis, lidia biondi, giordano formenti, chris egan",united states,2021-09-01,2010,pg,min,105,3.5360169491525424
ns158,movie,level 16,danishka esterhazy,"katie douglas, celina martin, peter outerbridge, sara canning, alexis whelan, amalia williamson, josette halpert, kiana madeira",canada,2021-09-01,2018,tv-14,min,102,3.5616161616161617
ns159,movie,love don't cost a thing,troy byer,"nick cannon, christina milian, kenan thompson, kal penn, steve harvey, al thompson, ashley monique clark, elimu nelson, nichole robinson, melissa schuman",united states,2021-09-01,2003,pg-13,min,101,3.502004008016032
ns160,movie,love in a puff,pang ho-cheung,"miriam chin wah yeung, shawn yue, singh hartihan bitto, isabel chan, cheung tat-ming, matt chow, chui tien-you, queenie chu, charmaine fong, vincent kok",hong kong,2021-09-01,2010,tv-ma,min,103,3.5174180327868854
ns161,tv show,major dad,SinDato,"gerald mcraney, shanna reed, nicole dubuc, chelsea hertford, marisa ryan, matt mulhern, beverly archer, jon cypher",united states,2021-09-01,1992,tv-pg,season,4,3.5547045951859957
ns162,movie,mars attacks!,tim burton,"jack nicholson, glenn close, annette bening, pierce brosnan, danny devito, martin short, sarah jessica parker, michael j. fox, rod steiger, tom jones, lukas haas, natalie portman",united states,2021-09-01,1996,pg-13,min,106,3.510538641686183
ns163,movie,marshall,reginald hudlin,"chadwick boseman, josh gad, kate hudson, sterling k. brown, dan stevens, james cromwell, keesha sharp, roger guenveur smith, derrick baskin, barrett doss","united states, china, hong kong",2021-09-01,2017,pg-13,min,118,3.5852713178294575
ns164,movie,my boss's daughter,david zucker,"ashton kutcher, tara reid, jeffrey tambor, andy richter, michael madsen, jon abrahams, david koechner, carmen electra, kenan thompson, terence stamp, molly shannon",united states,2021-09-01,2003,r,min,86,3.4683257918552037
ns165,movie,mystery men,kinka usher,"ben stiller, hank azaria, william h. macy, janeane garofalo, kel mitchell, paul reubens, wes studi, greg kinnear, geoffrey rush, lena olin, eddie izzard, artie lange, pras, claire forlani, tom waits",united states,2021-09-01,1999,pg-13,min,121,3.543524416135881
ns166,tv show,oldsters,SinDato,"patricio contreras, alejandro goic, sergio hernández, mariana loyola ruz, alejandro trejo, daniel alcaíno cuevas, nicolás poblete, susana hidalgo, gloria münchmeyer",SinDato,2021-09-01,2019,tv-ma,season,1,3.5654648956356736
ns167,movie,once upon a time in america,sergio leone,"robert de niro, james woods, elizabeth mcgovern, treat williams, tuesday weld, burt young, joe pesci, danny aiello, william forsythe, james hayden","italy, united states",2021-09-01,1984,r,min,229,3.6106382978723404
ns168,movie,open season 2,"matthew o'callaghan, todd wilderman","joel mchale, mike epps, jane krakowski, billy connolly, crispin glover, steve schirripa, georgia engel, diedrich bader, cody cameron, fred stoller, olivia hack","united states, canada",2021-09-01,2008,pg,min,76,3.5961098398169336
ns169,movie,osmosis jones,"bobby farrelly, peter farrelly","chris rock, laurence fishburne, david hyde pierce, brandy norwood, william shatner, ron howard, kid rock, ben stein",united states,2021-09-01,2001,pg,min,95,3.6010204081632655
ns170,movie,poseidon,wolfgang petersen,"josh lucas, kurt russell, jacinda barrett, richard dreyfuss, emmy rossum, mía maestro, mike vogel, kevin dillon, freddy rodríguez",united states,2021-09-01,2006,pg-13,min,98,3.6173814898419865
ns171,movie,rhyme & reason,peter spirer,"too $hort, b-real, kurtis blow, da brat, grandmaster caz, sean ""p. diddy"" combs, chuck d., desiree densiti, dr. dre, e-40, mc eiht, heavy d, lauryn hill, ice-t, wyclef jean, ras kass, krs-one, l.v., mack 10, craig mack, method man, keith murray, nasir 'nas' jones, the notorious b.i.g., master p, q-tip, raekwon, redman, senen reyes, busta rhymes, rza, dj scratch, erick sermon, tupac shakur, adario strange, suave",united states,2021-09-01,1997,r,min,89,3.515184381778742
ns172,movie,same kind of different as me,michael carney,"greg kinnear, renée zellweger, djimon hounsou, jon voight, olivia holt",united states,2021-09-01,2017,pg-13,min,120,3.5854978354978355
ns173,movie,school of rock,richard linklater,"jack black, joan cusack, mike white, sarah silverman, lee wilkof, kate mcgregor-stewart, adam pascal, suzzanne douglas, miranda cosgrove, kevin alexander clark, joey gaydos jr., robert tsai, veronica afflerbach, jordan-claire green","united states, germany",2021-09-01,2003,pg-13,min,110,3.600213219616205
ns174,movie,snervous tyler oakley,amy rice,tyler oakley,united states,2021-09-01,2015,pg-13,min,83,3.5200400801603204
ns175,movie,tears of the sun,antoine fuqua,"bruce willis, monica bellucci, cole hauser, eamonn walker, johnny messner, nick chinlund, charles ingram, paul francis, chad smith, tom skerritt, malick bowens, awaovieyi agie",united states,2021-09-01,2003,r,min,121,3.644230769230769
ns176,movie,the blue lagoon,randal kleiser,"brooke shields, christopher atkins, leo mckern, william daniels, elva josephson, glenn kohan, alan hopgood, gus mercurio",united states,2021-09-01,1980,r,min,105,3.4793926247288502
ns177,movie,the golden child,michael ritchie,"eddie murphy, j.l. reate, charles dance, charlotte lewis, victor wong, randall tex cobb, james hong, shakti chen, tau logo, tiger chung lee",united states,2021-09-01,1986,pg-13,min,94,3.4919540229885055
ns178,movie,the guns of navarone,j. lee thompson,"gregory peck, david niven, anthony quinn, stanley baker, anthony quayle, james darren, irene papas, gia scala, james robertson justice, richard harris","united kingdom, united states",2021-09-01,1961,tv-14,min,156,3.551556420233463
ns179,movie,the interview,"evan goldberg, seth rogen","james franco, seth rogen, lizzy caplan, randall park, diana bang, timothy simons, reese alexander, james yi",united states,2021-09-01,2014,r,min,112,3.59
ns180,movie,the nutty professor,tom shadyac,"eddie murphy, jada pinkett smith, james coburn, larry miller, dave chappelle, john ales, patricia wilson, jamal mixon",united states,2021-09-01,1996,pg-13,min,95,3.55078125
ns181,movie,the nutty professor ii: the klumps,peter segal,"eddie murphy, janet jackson, larry miller, john ales, richard gant, anna maria horsford, melinda mcgraw, jamal mixon, gabriel williams, chris elliott",SinDato,2021-09-01,2000,pg-13,min,107,3.5
ns182,tv show,turning point: 9/11 and the war on terror,SinDato,SinDato,SinDato,2021-09-01,2021,tv-14,season,1,3.4833333333333334
ns183,movie,welcome home roscoe jenkins,malcolm d. lee,"martin lawrence, james earl jones, joy bryant, margaret avery, mike epps, mo'nique, cedric the entertainer, nicole ari parker, michael clarke duncan, louis c.k.",united states,2021-09-01,2008,pg-13,min,114,3.5792291220556747
ns184,movie,in the line of fire,wolfgang petersen,"clint eastwood, john malkovich, rene russo, dylan mcdermott, gary cole, fred thompson, john mahoney, gregory alan williams, jim curley, sally hughes",united states,2021-08-31,1993,r,min,129,3.5339147286821704
ns185,tv show,sparking joy,SinDato,marie kondo,united states,2021-08-31,2021,tv-pg,season,1,3.461988304093567
ns186,movie,untold: crime & penalties,"chapman way, maclain way",SinDato,SinDato,2021-08-31,2021,tv-ma,min,86,3.547732696897375
ns187,tv show,hometown cha-cha-cha,SinDato,"shin min-a, kim seon-ho, lee sang-yi, gong min-jeung, kim young-ok, cho han-cheul, in gyo-jin, lee bong-ryeon, cha cheong-hwa, kang hyung-suk",SinDato,2021-08-29,2021,tv-14,season,1,3.536610878661088
ns188,tv show,the ingenuity of the househusband,SinDato,kenjiro tsuda,SinDato,2021-08-29,2021,tv-g,season,1,3.523454157782516
ns189,movie,2 alone in paris,"ramzy bedia, éric judor","ramzy bedia, éric judor, benoît magimel, kristin scott thomas, élodie bouchez, édouard baer, fred testot, omar sy",france,2021-08-28,2008,tv-ma,min,97,3.5467391304347826
ns190,tv show,bread barbershop,SinDato,"um sang-hyun, park yoon-hee, kang shi-hyun, hong bum-ki, kim hyun-wook, lee in-suk, song ha-rim",SinDato,2021-08-28,2020,tv-y,season,2,3.4755244755244754
ns191,movie,thimmarusu,sharan koppisetty,"satya dev, priyanka jawalkar, brahmaji",india,2021-08-28,2021,tv-14,min,125,3.482107355864811
ns192,movie,wind river,taylor sheridan,"jeremy renner, elizabeth olsen, jon bernthal, gil birmingham, kelsey asbille, tantoo cardinal, teo briones, matthew del negro, hugh dillon, julia jones, james jordan, eric lange, martin sensmeier, mason davis, graham greene","united kingdom, canada, united states",2021-08-28,2017,r,min,107,3.512
